image_name,slice,mean_HistANG,mean_HistLEN,mean_HistSTR,mean_HistWID,median_HistANG,median_HistLEN,median_HistSTR,median_HistWID,fibercount,fibercount,std_HistANG,std_HistLEN,std_HistSTR,std_HistWID,z_depth,z_depth,Area (microns^2),Lacunarity,Total Length (microns),Endpoints,HGU (microns),Branchpoints,Box-Counting Fractal Dimension,Curvature_40.0,% High Density Matrix,Alignment,TotalImageArea,timepoint,position
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t3_s21,21,98.58628,44.055925,0.87460725,2.80036,111.57,39.333,0.89536,2.701,40.0,40.0,56.1185621,11.51844865,0.061177222,0.51163826,42.0,42.0,15776,14.6167,12923,700,18.4614,95,1.4678,0.0286,0.3865,0.0414,262144,3,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t3_s22,22,114.4404286,38.65707143,0.90936,2.406871429,131.635,35.362,0.927635,2.40615,14.0,14.0,43.44180222,8.074950822,0.052323122,0.186384627,44.0,44.0,16806,13.5983,13578,779,17.43,99,1.4827,0.0296,0.4009,0.02494,262144,3,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t3_s23,23,69.29578636,39.07777273,0.918780909,2.440154545,65.446,35.9645,0.91962,2.39595,22.0,22.0,58.02896815,8.610846363,0.033207702,0.238222396,46.0,46.0,17192,13.2481,14133,785,18.0038,91,1.4921,0.0338,0.4552,0.03528,262144,3,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t3_s24,24,85.91204444,42.4747037,0.919106296,2.32682963,87.064,40.215,0.92485,2.309,27.0,27.0,54.88360542,10.92536841,0.037959743,0.151832407,48.0,48.0,17812,12.7173,14710,782,18.8107,125,1.496,0.0322,0.4768,0.02742,262144,3,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t3_s25,25,77.18864545,41.93372727,0.920046818,2.4316,87.087,39.0125,0.92861,2.4232,22.0,22.0,59.84048223,13.52290613,0.039556035,0.191810977,50.0,50.0,17561,12.9277,14517,748,19.4078,114,1.495,0.0328,0.492,0.02156,262144,3,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t3_s26,26,97.0472746,46.1017619,0.921312698,2.453606349,96.52,39.81,0.92317,2.3684,63.0,63.0,58.51839333,17.37961091,0.03825857,0.272415219,52.0,52.0,17938,12.6139,14886,757,19.6645,107,1.4982,0.0265,0.5712,0.03884,262144,3,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t3_s27,27,91.83637368,48.12813158,0.903661053,2.366631579,89.479,40.1565,0.908645,2.33195,38.0,38.0,56.52624763,21.5583041,0.045705129,0.207575691,54.0,54.0,17489,12.9891,14474,754,19.1963,111,1.4909,0.0322,0.5389,0.0191,262144,3,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t3_s28,28,62.65685789,40.55452632,0.927605789,2.392826316,51.072,37.084,0.92429,2.3282,19.0,19.0,59.42553943,8.808994957,0.025346836,0.217197542,56.0,56.0,18066,12.5104,14751,712,20.7177,113,1.4995,0.031,0.5203,0.01617,262144,3,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t3_s3,3,118.2158457,50.87517857,0.899083143,3.561767143,129.345,46.014,0.90875,3.42085,140.0,140.0,49.51544629,18.52502723,0.049805573,0.78503638,6.0,6.0,13171,17.9032,10737,512,20.9707,74,1.4173,0.0242,0.2357,0.1725,262144,3,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t3_s4,4,105.8206572,49.88591724,0.897765172,3.608893793,115.87,42.848,0.91231,3.5079,145.0,145.0,54.38597225,20.78955525,0.055903774,0.637110222,8.0,8.0,13628,17.2358,10967,485,22.6124,91,1.4222,0.0249,0.2518,0.1615,262144,3,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t3_s5,5,110.6263716,50.21467164,0.903846642,3.538007463,120.92,43.7395,0.912235,3.3988,134.0,134.0,50.21934792,19.60704514,0.044919049,0.723740846,10.0,10.0,12884,18.3466,10567,500,21.134,80,1.4084,0.0261,0.2273,0.1549,262144,3,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t3_s6,6,115.6186606,52.22184286,0.9007055,3.543607857,131.19,45.23,0.912855,3.5324,140.0,140.0,50.4085604,24.92464039,0.059911786,0.694745501,12.0,12.0,13548,17.3493,10997,528,20.8277,75,1.4242,0.0252,0.2471,0.1609,262144,3,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t3_s7,7,114.0956867,50.70703165,0.888680127,3.637389873,124.905,45.1815,0.89683,3.5622,158.0,158.0,48.89392614,20.86887806,0.052589797,0.708333236,14.0,14.0,14253,16.3923,11698,519,22.5395,97,1.4368,0.0263,0.3083,0.1076,262144,3,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t3_s8,8,108.2701006,51.56750633,0.896362089,3.713536076,125.99,44.821,0.909945,3.66095,158.0,158.0,52.35122286,20.87842543,0.062798181,0.783962044,16.0,16.0,13445,17.4976,10925,515,21.2136,75,1.4203,0.0299,0.2681,0.1137,262144,3,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t3_s9,9,104.9715794,53.53674468,0.886529716,3.746438298,120.26,45.142,0.90143,3.5592,141.0,141.0,53.61264547,24.4782011,0.06652456,0.850698616,18.0,18.0,13256,17.7756,10846,543,19.9742,74,1.4158,0.0244,0.2644,0.112,262144,3,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t4_s1,1,106.3974802,53.36016667,0.904994841,3.561287302,115.265,49.62,0.917865,3.5029,126.0,126.0,53.86016274,22.82710395,0.052315474,0.698774874,2.0,2.0,12950,18.2429,10549,537,19.6443,68,1.4109,0.0281,0.2337,0.154,262144,4,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t4_s10,10,99.52024167,50.6859359,0.889578397,3.754948718,111.04,42.1895,0.90517,3.49495,156.0,156.0,56.11383688,22.05336307,0.074560037,1.005817491,20.0,20.0,12896,18.3276,10607,554,19.1462,61,1.411,0.0266,0.2598,0.1127,262144,4,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t4_s11,11,103.2894062,54.435625,0.895789712,3.987503846,120.015,46.48,0.909505,3.74395,104.0,104.0,57.19360762,24.42632653,0.060677474,1.050715052,22.0,22.0,11582,20.6338,9337,514,18.1654,50,1.3861,0.0257,0.22,0.1347,262144,4,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t4_s12,12,96.53400539,52.39035526,0.885409803,4.046632895,100.776,46.819,0.904585,3.7592,152.0,152.0,58.83399901,21.09539104,0.076081718,1.140409294,24.0,24.0,11948,19.9405,9771,491,19.9002,62,1.4013,0.0237,0.2655,0.1209,262144,4,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t4_s13,13,99.19901409,53.46824161,0.899355034,4.317890604,112.71,47.458,0.90803,4.0959,149.0,149.0,58.86782118,24.44111129,0.057951221,1.266668274,26.0,26.0,12139,19.5953,10061,496,20.2843,65,1.3978,0.0247,0.2859,0.1227,262144,4,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t4_s14,14,98.17835152,53.51692424,0.879605227,3.979770455,104.385,46.332,0.9025,3.85285,132.0,132.0,59.11583647,23.66877016,0.075471379,1.004098574,28.0,28.0,11632,20.5365,9586,475,20.1811,62,1.386,0.0236,0.251,0.07228,262144,4,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t4_s15,15,89.68103396,52.03183962,0.897185943,3.870375472,95.317,43.9095,0.911395,3.68195,106.0,106.0,58.56757109,23.26646886,0.056588701,1.141295651,30.0,30.0,9715,24.9835,7912,445,17.7798,44,1.3476,0.0186,0.1949,0.08409,262144,4,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t4_s16,16,97.1003465,49.66739416,0.896930219,3.917407299,101.63,43.527,0.91268,3.6671,137.0,137.0,55.80566091,17.79687283,0.062804661,1.134281582,32.0,32.0,10733,22.4242,8763,477,18.3711,61,1.3729,0.0269,0.2319,0.05061,262144,4,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t4_s17,17,94.08343506,50.8107987,0.893606883,4.095159091,97.765,43.169,0.9112,3.88865,154.0,154.0,58.03742031,20.78321767,0.065240079,1.112355198,34.0,34.0,11547,20.7024,9407,508,18.5177,61,1.3834,0.0231,0.2564,0.06952,262144,4,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t4_s18,18,97.44383433,51.54512687,0.891405149,4.194780597,98.706,45.488,0.9061,3.95735,134.0,134.0,56.8543949,19.30338398,0.061813321,1.231030904,36.0,36.0,11052,21.7192,9027,466,19.3712,62,1.3719,0.0232,0.2359,0.06218,262144,4,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t4_s19,19,89.82125226,53.57717204,0.88485957,4.048689247,100.2,48.794,0.90422,3.8815,93.0,93.0,61.62644268,22.35373324,0.08772582,1.039573407,38.0,38.0,9045,26.9823,7321,383,19.1149,35,1.336,0.0155,0.1905,0.04192,262144,4,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t4_s2,2,117.7590435,49.61994203,0.901981739,3.594384058,130.315,43.671,0.91105,3.5097,138.0,138.0,48.61006446,19.24524181,0.052347328,0.671484327,4.0,4.0,13165,17.9123,10700,492,21.748,75,1.4166,0.0272,0.2351,0.1681,262144,4,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t4_s20,20,91.12961695,48.27384746,0.881193559,3.95449322,90.0,46.228,0.89815,3.6733,59.0,59.0,55.32843255,15.7715522,0.066307631,1.091964256,40.0,40.0,13195,17.867,10750,534,20.1311,90,1.4152,0.0298,0.2445,0.05386,262144,4,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t4_s21,21,89.48033889,46.46636111,0.880969722,2.979458333,92.3185,40.2485,0.897185,2.9224,36.0,36.0,52.23695211,16.45728598,0.069568529,0.591300959,42.0,42.0,15582,14.8236,12775,731,17.4761,94,1.4666,0.0293,0.3513,0.01223,262144,4,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t4_s22,22,86.42612963,38.89807407,0.908822593,2.484014815,75.174,38.257,0.91688,2.4228,27.0,27.0,53.09066427,7.552028753,0.051983536,0.254589987,44.0,44.0,16350,14.0333,13381,750,17.8413,85,1.4751,0.0416,0.4053,0.02035,262144,4,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t4_s23,23,59.90779,44.8957,0.910238,2.3576,58.632,40.4255,0.92084,2.3204,10.0,10.0,44.62113246,14.14469917,0.044007303,0.126195507,46.0,46.0,17116,13.3158,14055,778,18.0656,98,1.4879,0.0321,0.4324,0.0498,262144,4,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t4_s24,24,95.5054087,43.8443913,0.919361304,2.405830435,102.34,41.717,0.91911,2.3897,23.0,23.0,59.21996883,9.09197013,0.034682154,0.153111964,48.0,48.0,17531,12.9532,14386,770,18.6831,114,1.4931,0.0343,0.4667,0.03501,262144,4,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t4_s25,25,95.48380357,46.11503571,0.926991786,2.407217857,97.235,39.0625,0.925205,2.34325,28.0,28.0,66.40487263,15.84365999,0.029735643,0.190860984,50.0,50.0,17792,12.7339,14625,752,19.4481,112,1.4984,0.039,0.473,0.02742,262144,4,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t4_s26,26,101.42415,40.86154545,0.916890909,2.388681818,93.154,35.5405,0.92258,2.39005,22.0,22.0,57.12561534,10.84335678,0.044107468,0.194869277,52.0,52.0,17796,12.7306,14638,790,18.5291,121,1.4977,0.0335,0.487,0.03892,262144,4,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t4_s27,27,85.0731297,44.53933333,0.929686364,2.410530303,90.0,41.634,0.94379,2.3425,33.0,33.0,69.82712408,15.77217029,0.041046453,0.225539944,54.0,54.0,17587,12.9056,14584,765,19.0641,104,1.494,0.0315,0.5061,0.02684,262144,4,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t4_s28,28,71.81692667,44.43403333,0.907104,2.34249,89.5665,41.361,0.90827,2.2593,30.0,30.0,51.79509429,11.67470358,0.052726205,0.241517228,56.0,56.0,17637,12.8634,14626,776,18.8479,121,1.4957,0.0296,0.5009,0.04017,262144,4,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t4_s3,3,115.2379401,50.80085915,0.899329085,3.558359155,125.73,44.7075,0.9146,3.45005,142.0,142.0,50.1629423,20.41473384,0.059339339,0.759934787,6.0,6.0,13576,17.3094,11115,482,23.0602,74,1.4226,0.0271,0.2279,0.1685,262144,4,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t4_s4,4,110.6428061,51.09735878,0.894634885,3.525572519,126.57,43.788,0.90519,3.4104,131.0,131.0,53.68784398,20.06777041,0.058292174,0.767373744,8.0,8.0,13042,18.1001,10528,503,20.9304,79,1.4139,0.027,0.2325,0.1777,262144,4,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t4_s5,5,109.9763179,48.8921453,0.900209744,3.504047863,123.02,41.471,0.91481,3.4567,117.0,117.0,51.50645412,20.36028275,0.060686973,0.672496411,10.0,10.0,12615,18.7804,10261,523,19.6195,67,1.4035,0.0266,0.2183,0.1477,262144,4,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t4_s6,6,111.9157455,49.47804895,0.900226923,3.577016084,120.34,44.578,0.91208,3.4474,143.0,143.0,47.97945018,17.80866734,0.0491386,0.712878244,12.0,12.0,13808,16.985,11144,539,20.6753,78,1.428,0.0204,0.2448,0.1501,262144,4,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t4_s7,7,106.4635946,52.35492216,0.888103593,3.740034132,116.57,46.198,0.90407,3.6025,167.0,167.0,47.3711198,21.17680174,0.071845525,0.792466611,14.0,14.0,14311,16.3177,11709,540,21.6833,102,1.4389,0.0248,0.3127,0.134,262144,4,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t4_s8,8,103.246177,49.80168919,0.889971216,3.657850676,116.74,40.95,0.899405,3.5064,148.0,148.0,57.37670744,21.74433265,0.063057323,0.81404028,16.0,16.0,12804,18.4737,10457,498,20.998,69,1.4094,0.0285,0.2476,0.1387,262144,4,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t4_s9,9,99.67003889,52.2232037,0.890763827,3.775273457,107.22,47.7685,0.899055,3.69725,162.0,162.0,54.90441783,20.44431463,0.057982212,0.837377305,18.0,18.0,13430,17.5194,10916,522,20.9119,93,1.421,0.0302,0.2804,0.1102,262144,4,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t5_s1,1,109.1730982,53.84361261,0.889410991,3.539640541,119.98,47.428,0.91064,3.4369,111.0,111.0,50.87828543,23.05537211,0.107993222,0.725184698,2.0,2.0,12826,18.4386,10365,533,19.4465,75,1.4067,0.0252,0.215,0.1416,262144,5,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t5_s10,10,110.6155939,49.36794558,0.897201497,3.765729252,122.01,43.251,0.91104,3.511,147.0,147.0,54.91353946,19.93434263,0.061452385,0.911597358,20.0,20.0,12732,18.5895,10436,544,19.1838,72,1.409,0.0281,0.2614,0.11,262144,5,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t5_s11,11,105.8302019,52.87237963,0.889496204,3.987676852,121.63,43.943,0.907355,3.6798,108.0,108.0,57.23307941,28.81300756,0.07105894,1.029218425,22.0,22.0,11600,20.5987,9400,527,17.8368,51,1.3901,0.0321,0.2205,0.126,262144,5,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t5_s12,12,91.74915294,51.50536601,0.885367778,4.036575817,96.882,43.598,0.90452,3.7065,153.0,153.0,57.35760843,20.21743075,0.066828178,1.153786405,24.0,24.0,12225,19.4433,10014,522,19.1839,68,1.4091,0.0275,0.2621,0.1154,262144,5,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t5_s13,13,102.7820051,52.63084058,0.892710362,4.085516667,113.29,44.652,0.907895,3.8312,138.0,138.0,55.7030218,25.58963082,0.070237784,1.129359225,26.0,26.0,11867,20.0902,9831,555,17.7135,60,1.3916,0.025,0.2671,0.0961,262144,5,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t5_s14,14,95.84225252,56.36056835,0.879775468,4.020528777,100.3,48.703,0.894,3.8611,139.0,139.0,59.62154796,28.62056494,0.069517794,1.063158286,28.0,28.0,11481,20.8329,9520,487,19.5483,53,1.3803,0.0266,0.2667,0.1019,262144,5,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t5_s15,15,100.5991149,52.41181818,0.891583802,3.882290083,103.67,44.359,0.90526,3.6025,121.0,121.0,57.21630318,25.34752424,0.066390394,1.054032943,30.0,30.0,10463,23.0545,8565,453,18.9073,50,1.3651,0.0222,0.2166,0.07185,262144,5,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t5_s16,16,98.71544385,51.05008462,0.904393538,4.063006154,102.685,44.1245,0.917875,3.8178,130.0,130.0,54.5063691,18.94320035,0.061339334,1.113748498,32.0,32.0,10455,23.0736,8521,502,16.9741,44,1.3675,0.0248,0.228,0.04738,262144,5,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t5_s17,17,92.79953606,51.71912121,0.899242485,4.104888485,97.496,46.355,0.91779,3.6999,165.0,165.0,56.46907216,20.54381079,0.061687393,1.274911351,34.0,34.0,11278,21.2439,9236,457,20.2101,75,1.3884,0.0201,0.263,0.05869,262144,5,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t5_s18,18,92.4488662,55.72349296,0.88889838,4.07471338,90.6225,47.9895,0.908315,3.895,142.0,142.0,53.91245834,26.72385874,0.075110011,1.093340027,36.0,36.0,11485,20.825,9392,499,18.8216,46,1.3822,0.0208,0.2561,0.05129,262144,5,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t5_s19,19,81.77921647,58.38428235,0.884661529,4.098551765,85.914,46.468,0.90282,4.0344,85.0,85.0,53.58842766,29.68905134,0.082385131,1.089435239,38.0,38.0,9414,25.8463,7534,364,20.6978,44,1.3383,0.0247,0.1837,0.03352,262144,5,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t5_s2,2,109.7220985,51.08083459,0.901913835,3.563815038,116.57,43.612,0.91313,3.4554,133.0,133.0,49.49535355,26.0617998,0.052027389,0.668695382,4.0,4.0,12928,18.2773,10513,490,21.4551,63,1.4101,0.0255,0.2347,0.1564,262144,5,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t5_s20,20,98.73313115,47.32947541,0.886037541,3.926190164,107.1,37.727,0.89041,3.8206,61.0,61.0,56.0066393,21.81058512,0.050245847,1.059312448,40.0,40.0,12972,18.2085,10504,532,19.7444,93,1.4172,0.0277,0.2343,0.02702,262144,5,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t5_s21,21,89.46405625,45.39525,0.883017708,3.092520833,96.1595,41.3735,0.89732,2.9587,48.0,48.0,53.86058302,12.03876935,0.057808177,0.625414112,42.0,42.0,15650,14.7505,12786,702,18.2137,93,1.4635,0.0268,0.3978,0.0124,262144,5,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t5_s22,22,87.46865,37.64985714,0.928802143,2.554435714,88.212,35.564,0.92908,2.48425,14.0,14.0,49.00747969,6.000819549,0.045379269,0.349404668,44.0,44.0,16299,14.0835,13345,751,17.7696,108,1.4766,0.0334,0.3795,0.02513,262144,5,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t5_s23,23,84.3625,38.7756,0.932655333,2.4255,98.842,37.584,0.92491,2.4329,15.0,15.0,70.15950588,7.218837541,0.024996802,0.154904487,46.0,46.0,17028,13.3949,13981,762,18.3478,83,1.4864,0.0284,0.4342,0.03588,262144,5,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t5_s24,24,74.1798619,42.86733333,0.918467143,2.397266667,75.379,38.697,0.93146,2.3289,21.0,21.0,58.64524344,9.797358951,0.045616708,0.185288286,48.0,48.0,16932,13.4822,13923,769,18.1053,93,1.4873,0.0308,0.4696,0.03627,262144,5,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t5_s25,25,90.07115833,44.32069444,0.9173075,2.331727778,95.8915,41.365,0.918925,2.32085,36.0,36.0,55.26271815,13.66768578,0.038284551,0.1620758,50.0,50.0,17702,12.8088,14617,718,20.3579,100,1.4927,0.0345,0.5175,0.04398,262144,5,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t5_s26,26,88.145048,42.58676,0.8969,2.3439,70.56,39.631,0.90396,2.299,25.0,25.0,55.93595921,15.17189859,0.040809476,0.184066614,52.0,52.0,17694,12.8155,14530,735,19.7687,96,1.495,0.0364,0.4868,0.03811,262144,5,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t5_s27,27,92.48595185,40.51814815,0.917237407,2.438333333,102.72,38.827,0.9355,2.4298,27.0,27.0,60.09405583,7.363047898,0.053275759,0.20620622,54.0,54.0,17606,12.8895,14574,743,19.6151,102,1.4939,0.0357,0.4926,0.03562,262144,5,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t5_s28,28,95.18400688,52.171,0.901780313,2.4050875,100.3445,53.318,0.920585,2.3722,32.0,32.0,61.84489995,15.40703026,0.057122695,0.23719193,56.0,56.0,17562,12.9268,14598,738,19.7805,114,1.492,0.0327,0.5124,0.02728,262144,5,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t5_s3,3,117.243617,53.07915556,0.910951556,3.486805926,131.19,42.205,0.91759,3.4352,135.0,135.0,50.39795835,28.80247344,0.038901011,0.677872686,6.0,6.0,13299,17.7116,10734,468,22.9359,68,1.4155,0.0296,0.2278,0.1908,262144,5,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t5_s4,4,109.8485925,51.54957143,0.89684102,3.502767347,118.39,46.65,0.90629,3.4347,147.0,147.0,51.73539734,20.03258985,0.05170511,0.634016892,8.0,8.0,13567,17.3222,11065,507,21.8245,73,1.4215,0.0283,0.2503,0.1658,262144,5,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t5_s5,5,110.2227449,49.77817391,0.899511667,3.51232971,126.315,45.2955,0.90811,3.35965,138.0,138.0,49.40767699,19.38186225,0.053761485,0.742054897,10.0,10.0,13001,18.1634,10659,535,19.9234,82,1.4132,0.0225,0.237,0.1432,262144,5,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t5_s6,6,120.0652348,49.45993077,0.899408923,3.535634615,130.685,43.738,0.907205,3.3912,130.0,130.0,44.85281629,20.32556441,0.054453994,0.704611224,12.0,12.0,13374,17.6011,10869,544,19.9798,66,1.4191,0.0286,0.2247,0.1532,262144,5,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t5_s7,7,110.0501164,54.05511864,0.885892712,3.628915254,119.58,44.779,0.89659,3.5482,177.0,177.0,46.52588887,28.91340821,0.057789507,0.746811696,14.0,14.0,14481,16.1027,11789,537,21.9534,127,1.4423,0.0277,0.3209,0.0995,262144,5,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t5_s8,8,112.4154131,50.45703125,0.893322,3.660588125,119.255,44.5155,0.904175,3.57215,160.0,160.0,48.09936842,20.08262873,0.054645783,0.739878052,16.0,16.0,13400,17.5631,10910,555,19.6577,76,1.4255,0.0301,0.282,0.1327,262144,5,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t5_s9,9,107.5243837,47.79668072,0.899109036,3.650989157,120.655,44.38,0.909715,3.5947,166.0,166.0,55.21932904,16.41972682,0.050214489,0.80101971,18.0,18.0,13641,17.2174,11017,522,21.1054,75,1.4263,0.0285,0.2648,0.1074,262144,5,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t6_s1,1,103.8576614,52.23270079,0.889023622,3.604422047,115.11,45.367,0.91471,3.4858,127.0,127.0,55.74330744,22.90169927,0.067378955,0.715567626,2.0,2.0,12740,18.5765,10324,520,19.8538,75,1.4097,0.0267,0.2269,0.1432,262144,6,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t6_s10,10,103.6152335,52.13937267,0.88853646,3.683550311,118.61,44.298,0.89758,3.5024,161.0,161.0,56.94308459,25.28107328,0.064041869,0.877760158,20.0,20.0,12633,18.7508,10315,530,19.4623,78,1.4056,0.025,0.2618,0.1226,262144,6,5
